transport_id,module,objects_changed,lines_changed,conflicts,history_failures,transport_stage,change_request_status,risk_level
TR05747,FI,6,102,0,2,Quality,Rejected,MEDIUM
TR05748,HR,5,85,0,1,Development,Approved,MEDIUM
TR05749,FI,4,99,1,2,Quality,Approved,MEDIUM
TR05750,FI,2,47,1,3,Quality,Pending,HIGH
TR05751,FI,2,100,2,2,Production,Rejected,HIGH
TR05752,HR,2,16,1,2,Production,Rejected,MEDIUM
TR05753,SD,5,98,2,2,Production,Approved,HIGH
TR05754,HR,1,120,2,1,Development,Approved,HIGH
TR05755,SD,6,65,1,3,Production,Pending,HIGH
TR05756,FI,4,60,1,3,Production,Rejected,HIGH
TR05757,FI,3,83,2,2,Development,Pending,HIGH
TR05758,HR,3,93,0,3,Quality,Pending,MEDIUM
TR05759,MM,6,100,2,2,Development,Approved,HIGH
TR05760,MM,1,70,0,2,Production,Rejected,MEDIUM
TR05761,HR,3,22,0,3,Development,Approved,HIGH
TR05762,SD,3,72,1,2,Production,Pending,MEDIUM
TR05763,FI,6,51,2,1,Production,Approved,HIGH
TR05764,FI,5,38,1,2,Production,Pending,MEDIUM
TR05765,HR,5,77,1,0,Production,Approved,HIGH
TR05766,HR,3,58,2,1,Development,Pending,HIGH
TR05767,HR,2,68,1,1,Development,Approved,LOW
TR05768,MM,1,113,0,3,Quality,Approved,HIGH
TR05769,FI,5,36,2,2,Quality,Rejected,HIGH
TR05770,FI,2,110,0,0,Development,Pending,MEDIUM
TR05771,FI,4,26,2,2,Quality,Approved,HIGH
TR05772,HR,6,107,2,2,Quality,Pending,HIGH
TR05773,SD,6,37,1,0,Production,Pending,LOW
TR05774,FI,1,105,0,1,Development,Rejected,MEDIUM
TR05775,HR,6,105,1,3,Production,Rejected,MEDIUM
TR05776,HR,6,72,2,2,Quality,Pending,HIGH
TR05777,MM,1,101,0,0,Production,Approved,MEDIUM
TR05778,MM,5,42,0,3,Production,Approved,HIGH
TR05779,FI,6,79,1,3,Production,Pending,HIGH
TR05780,SD,6,38,0,2,Development,Approved,MEDIUM
TR05781,MM,5,26,0,2,Development,Pending,MEDIUM
TR05782,HR,4,67,0,3,Quality,Pending,HIGH
TR05783,SD,1,31,0,2,Development,Approved,MEDIUM
TR05784,SD,5,49,1,0,Development,Rejected,LOW
TR05785,MM,5,115,1,3,Production,Rejected,HIGH
TR05786,MM,1,107,2,2,Quality,Pending,HIGH
TR05787,MM,3,94,2,2,Quality,Pending,MEDIUM
TR05788,MM,6,85,0,2,Development,Approved,MEDIUM
TR05789,FI,2,50,1,3,Development,Pending,HIGH
TR05790,HR,5,47,1,3,Production,Pending,HIGH
TR05791,FI,5,107,2,3,Development,Rejected,HIGH
TR05792,FI,2,83,1,2,Production,Pending,MEDIUM
TR05793,MM,6,18,0,2,Production,Pending,MEDIUM
TR05794,SD,6,16,0,2,Quality,Approved,MEDIUM
TR05795,HR,2,61,2,1,Production,Rejected,HIGH
TR05796,SD,3,108,2,3,Production,Pending,HIGH
TR05797,HR,5,90,2,1,Development,Approved,HIGH
TR05798,FI,1,110,0,0,Production,Pending,MEDIUM
TR05799,HR,6,63,2,0,Quality,Approved,HIGH
TR05800,SD,4,51,2,2,Development,Pending,HIGH
TR05801,FI,5,99,1,3,Development,Rejected,HIGH
TR05802,FI,6,75,0,0,Production,Pending,MEDIUM
TR05803,SD,5,98,1,1,Quality,Approved,MEDIUM
TR05804,HR,6,92,1,3,Quality,Pending,HIGH
TR05805,MM,5,48,2,1,Development,Pending,HIGH
TR05806,FI,5,69,0,2,Development,Approved,MEDIUM
TR05807,SD,2,107,0,2,Development,Pending,MEDIUM
TR05808,HR,6,71,1,3,Development,Pending,HIGH
TR05809,MM,4,112,1,3,Quality,Approved,HIGH
TR05810,FI,1,48,2,3,Production,Approved,HIGH
TR05811,HR,4,19,2,1,Production,Approved,HIGH
TR05812,HR,1,94,2,0,Quality,Pending,HIGH
TR05813,HR,6,62,2,3,Production,Pending,HIGH
TR05814,FI,4,25,0,2,Development,Pending,MEDIUM
TR05815,MM,6,16,0,1,Quality,Approved,LOW
TR05816,SD,6,28,1,2,Production,Pending,MEDIUM
TR05817,HR,4,36,1,0,Quality,Rejected,LOW
TR05818,FI,6,73,0,1,Production,Rejected,MEDIUM
TR05819,HR,4,44,2,3,Production,Rejected,HIGH
TR05820,FI,2,97,1,0,Quality,Rejected,MEDIUM
TR05821,MM,6,61,2,1,Development,Rejected,HIGH
TR05822,HR,3,60,2,2,Quality,Approved,HIGH
TR05823,FI,5,50,0,2,Quality,Pending,MEDIUM
TR05824,FI,1,93,1,1,Quality,Approved,MEDIUM
TR05825,FI,1,55,2,0,Quality,Pending,HIGH
TR05826,HR,6,113,2,0,Quality,Rejected,HIGH
TR05827,MM,6,93,1,1,Production,Rejected,MEDIUM
TR05828,MM,5,63,1,1,Quality,Rejected,LOW
TR05829,SD,5,105,2,3,Quality,Pending,HIGH
TR05830,FI,3,56,1,0,Quality,Approved,LOW
TR05831,HR,5,107,2,0,Quality,Pending,HIGH
TR05832,MM,4,11,0,1,Production,Approved,LOW
TR05833,FI,2,26,1,1,Quality,Pending,LOW
TR05834,MM,1,41,1,2,Development,Pending,MEDIUM
TR05835,FI,6,27,2,0,Production,Pending,HIGH
TR05836,SD,1,102,2,2,Quality,Approved,HIGH
TR05837,SD,3,81,2,1,Development,Approved,HIGH
TR05838,SD,2,98,2,2,Production,Pending,HIGH
TR05839,HR,2,10,2,1,Development,Rejected,HIGH
TR05840,MM,5,38,0,2,Development,Rejected,MEDIUM
TR05841,HR,1,57,2,1,Quality,Rejected,HIGH
TR05842,SD,4,30,1,2,Production,Pending,MEDIUM
TR05843,SD,6,56,1,0,Quality,Rejected,LOW
TR05844,MM,1,107,0,0,Production,Pending,MEDIUM
TR05845,FI,5,79,0,3,Quality,Pending,HIGH
TR05846,SD,1,105,2,2,Production,Approved,HIGH
TR05847,SD,5,11,0,0,Production,Rejected,LOW
TR05848,HR,4,86,1,2,Quality,Pending,MEDIUM
TR05849,MM,4,78,2,3,Quality,Approved,HIGH
TR05850,SD,4,107,1,1,Development,Approved,MEDIUM
TR05851,HR,4,45,2,3,Development,Approved,HIGH
TR05852,MM,2,111,2,3,Development,Rejected,HIGH
TR05853,FI,3,10,0,1,Quality,Pending,LOW
TR05854,HR,2,46,1,0,Quality,Approved,LOW
TR05855,SD,1,50,2,0,Quality,Pending,HIGH
TR05856,HR,1,89,1,3,Development,Rejected,MEDIUM
TR05857,HR,4,40,1,3,Development,Rejected,HIGH
TR05858,SD,5,24,2,0,Quality,Pending,HIGH
TR05859,MM,4,65,1,1,Production,Pending,LOW
TR05860,SD,5,67,1,2,Production,Pending,MEDIUM
TR05861,MM,1,112,2,2,Quality,Pending,HIGH
TR05862,HR,1,65,0,2,Development,Pending,MEDIUM
TR05863,HR,4,71,1,1,Quality,Rejected,LOW
TR05864,MM,2,74,1,3,Quality,Pending,HIGH
TR05865,FI,5,20,2,3,Quality,Pending,HIGH
TR05866,MM,2,103,0,0,Production,Approved,MEDIUM
TR05867,SD,5,11,1,2,Quality,Rejected,MEDIUM
TR05868,MM,4,51,2,2,Quality,Approved,HIGH
TR05869,FI,5,38,1,2,Development,Pending,MEDIUM
TR05870,HR,1,27,0,1,Development,Approved,LOW
TR05871,HR,3,40,0,2,Development,Rejected,MEDIUM
TR05872,HR,3,115,2,0,Production,Pending,HIGH
TR05873,MM,5,33,2,0,Production,Pending,HIGH
TR05874,HR,5,72,2,2,Production,Pending,HIGH
TR05875,MM,6,110,1,1,Quality,Pending,MEDIUM
TR05876,HR,4,38,2,1,Quality,Pending,HIGH
TR05877,HR,6,82,1,2,Quality,Approved,MEDIUM
TR05878,FI,6,92,1,2,Quality,Rejected,HIGH
TR05879,MM,5,61,0,0,Production,Approved,MEDIUM
TR05880,MM,6,33,2,1,Quality,Pending,HIGH
TR05881,MM,3,47,1,1,Development,Pending,LOW
TR05882,FI,6,54,1,3,Development,Approved,HIGH
TR05883,SD,2,84,2,3,Development,Pending,HIGH
TR05884,SD,5,21,2,3,Production,Approved,HIGH
TR05885,SD,1,73,1,2,Development,Rejected,MEDIUM
TR05886,FI,3,35,2,3,Quality,Rejected,HIGH
TR05887,MM,4,76,0,2,Development,Pending,MEDIUM
TR05888,FI,3,20,0,0,Quality,Rejected,LOW
TR05889,MM,1,109,0,0,Quality,Pending,MEDIUM
TR05890,HR,1,115,0,3,Production,Pending,HIGH
TR05891,MM,1,46,2,1,Quality,Approved,HIGH
TR05892,FI,4,40,0,3,Production,Approved,HIGH
TR05893,SD,5,37,0,3,Production,Pending,HIGH
TR05894,MM,4,109,2,0,Quality,Pending,HIGH
TR05895,HR,4,53,2,3,Development,Pending,HIGH
TR05896,SD,3,82,1,3,Development,Rejected,HIGH
TR05897,SD,3,22,0,2,Production,Rejected,MEDIUM
TR05898,HR,4,94,0,2,Development,Pending,MEDIUM
TR05899,FI,1,90,2,2,Quality,Rejected,HIGH
TR05900,MM,3,72,2,2,Quality,Pending,HIGH
TR05901,FI,5,12,0,2,Development,Approved,MEDIUM
TR05902,FI,3,17,1,2,Production,Approved,MEDIUM
TR05903,HR,1,76,2,0,Quality,Rejected,HIGH
TR05904,FI,3,91,1,3,Quality,Approved,HIGH
TR05905,SD,1,100,1,3,Production,Rejected,HIGH
TR05906,FI,1,116,1,2,Production,Pending,HIGH
TR05907,MM,2,90,1,0,Quality,Rejected,MEDIUM
TR05908,FI,6,59,1,2,Production,Approved,MEDIUM
TR05909,SD,6,99,2,0,Production,Approved,HIGH
TR05910,HR,2,81,0,3,Quality,Pending,HIGH
TR05911,MM,3,56,1,0,Quality,Approved,LOW
TR05912,MM,2,54,0,2,Production,Rejected,MEDIUM
TR05913,SD,6,91,2,3,Quality,Rejected,HIGH
TR05914,FI,1,103,0,2,Quality,Approved,MEDIUM
TR05915,FI,3,99,2,3,Quality,Rejected,HIGH
TR05916,SD,1,48,0,3,Development,Rejected,HIGH
TR05917,HR,2,19,1,0,Production,Rejected,LOW
TR05918,HR,4,78,2,0,Development,Approved,HIGH
TR05919,SD,4,87,0,1,Production,Approved,MEDIUM
TR05920,FI,4,42,1,2,Quality,Pending,MEDIUM
TR05921,SD,4,39,0,1,Quality,Approved,LOW
TR05922,MM,4,61,2,3,Quality,Approved,HIGH
TR05923,MM,5,55,1,2,Quality,Pending,MEDIUM
TR05924,FI,6,82,2,3,Development,Pending,HIGH
TR05925,MM,1,107,1,3,Development,Pending,MEDIUM
TR05926,MM,4,115,0,2,Quality,Pending,MEDIUM
TR05927,HR,3,14,1,2,Development,Pending,MEDIUM
TR05928,SD,3,54,2,1,Production,Pending,HIGH
TR05929,SD,6,57,1,0,Production,Rejected,LOW
TR05930,FI,2,103,1,0,Quality,Rejected,MEDIUM
TR05931,HR,2,12,2,1,Production,Approved,HIGH
TR05932,HR,3,104,0,2,Development,Pending,MEDIUM
TR05933,FI,6,112,1,2,Production,Rejected,MEDIUM
TR05934,HR,3,118,1,0,Development,Pending,MEDIUM
TR05935,MM,3,34,1,1,Quality,Pending,LOW
TR05936,FI,5,35,0,3,Production,Approved,HIGH
TR05937,MM,5,42,0,2,Quality,Approved,MEDIUM
TR05938,SD,3,26,2,2,Development,Pending,HIGH
TR05939,SD,4,79,2,0,Production,Pending,HIGH
TR05940,MM,6,11,1,1,Quality,Approved,LOW
TR05941,MM,2,49,0,1,Production,Rejected,LOW
TR05942,FI,6,110,0,1,Quality,Pending,MEDIUM
TR05943,MM,2,29,1,1,Quality,Pending,LOW
TR05944,HR,4,47,1,2,Production,Rejected,MEDIUM
TR05945,SD,4,78,1,3,Quality,Rejected,HIGH
TR05946,SD,3,87,2,1,Development,Approved,HIGH
TR05947,SD,6,73,0,3,Quality,Rejected,HIGH
TR05948,FI,6,52,0,3,Production,Pending,HIGH
TR05949,MM,2,14,0,0,Quality,Approved,LOW
TR05950,MM,1,71,1,0,Quality,Approved,LOW
TR05951,MM,5,97,2,1,Development,Approved,HIGH
TR05952,SD,6,103,0,0,Development,Pending,MEDIUM
TR05953,FI,2,41,1,1,Production,Approved,LOW
TR05954,MM,5,77,2,2,Development,Approved,HIGH
TR05955,SD,6,40,2,3,Production,Approved,HIGH
TR05956,MM,3,113,0,2,Production,Approved,MEDIUM
TR05957,HR,1,74,1,1,Development,Rejected,LOW
TR05958,FI,3,60,0,1,Quality,Rejected,LOW
TR05959,MM,3,120,1,1,Development,Pending,MEDIUM
TR05960,MM,4,92,0,1,Quality,Approved,MEDIUM
TR05961,MM,1,17,2,2,Development,Approved,HIGH
TR05962,HR,5,84,1,0,Quality,Approved,MEDIUM
TR05963,FI,1,82,2,3,Production,Pending,HIGH
TR05964,HR,5,60,1,2,Development,Rejected,MEDIUM
TR05965,FI,4,81,2,1,Development,Pending,LOW
TR05966,HR,2,16,2,3,Development,Pending,HIGH
TR05967,FI,2,89,0,1,Development,Approved,MEDIUM
TR05968,HR,2,60,0,3,Development,Rejected,HIGH
TR05969,SD,4,46,2,2,Production,Pending,HIGH
TR05970,MM,1,39,0,3,Development,Rejected,HIGH
TR05971,SD,2,29,2,1,Development,Approved,HIGH
TR05972,MM,3,42,0,0,Quality,Rejected,LOW
TR05973,MM,5,97,1,3,Quality,Pending,HIGH
TR05974,FI,5,78,1,2,Quality,Rejected,MEDIUM
TR05975,FI,1,70,2,1,Production,Pending,HIGH
TR05976,MM,4,62,2,1,Quality,Pending,HIGH
TR05977,SD,6,12,1,2,Production,Approved,MEDIUM
TR05978,SD,1,11,2,3,Production,Pending,HIGH
TR05979,FI,6,34,0,3,Development,Approved,HIGH
TR05980,FI,2,108,1,0,Quality,Approved,MEDIUM
TR05981,FI,3,96,1,3,Quality,Approved,HIGH
TR05982,FI,3,61,0,0,Production,Rejected,MEDIUM
TR05983,MM,3,33,0,3,Development,Approved,HIGH
TR05984,HR,1,97,2,1,Development,Pending,HIGH
TR05985,MM,4,61,0,1,Development,Pending,LOW
TR05986,FI,5,29,0,0,Development,Approved,LOW
TR05987,HR,1,87,2,2,Quality,Pending,HIGH
TR05988,SD,1,52,0,2,Development,Rejected,HIGH
TR05989,FI,1,117,1,3,Quality,Approved,HIGH
TR05990,MM,4,38,1,2,Development,Pending,MEDIUM
TR05991,MM,3,33,1,0,Development,Rejected,LOW
TR05992,MM,6,33,2,3,Quality,Approved,MEDIUM
TR05993,SD,6,64,0,1,Quality,Rejected,LOW
TR05994,MM,3,67,1,3,Quality,Approved,HIGH
TR05995,FI,3,70,0,3,Quality,Approved,HIGH
TR05996,HR,6,89,2,3,Production,Rejected,HIGH
TR05997,MM,4,25,1,3,Production,Rejected,HIGH
TR05998,FI,4,114,2,1,Development,Pending,HIGH
TR05999,SD,1,21,0,2,Development,Rejected,MEDIUM
TR06000,MM,3,99,2,2,Quality,Pending,HIGH
TR06001,HR,2,19,2,1,Quality,Approved,HIGH
TR06002,HR,6,43,0,0,Production,Pending,LOW
TR06003,SD,3,50,2,0,Production,Pending,HIGH
TR06004,FI,2,42,0,0,Production,Approved,LOW
TR06005,HR,1,69,0,3,Development,Approved,HIGH
TR06006,FI,1,23,2,1,Quality,Approved,HIGH
TR06007,FI,6,76,2,0,Quality,Approved,LOW
TR06008,SD,4,85,1,2,Quality,Pending,LOW
TR06009,FI,6,109,2,2,Quality,Approved,HIGH
TR06010,FI,6,66,2,1,Quality,Approved,HIGH
TR06011,SD,2,44,2,1,Quality,Rejected,HIGH
TR06012,FI,1,42,1,2,Quality,Rejected,MEDIUM
TR06013,HR,2,45,2,1,Development,Approved,HIGH
TR06014,FI,6,64,1,1,Production,Approved,MEDIUM
TR06015,HR,5,43,1,0,Development,Rejected,LOW
TR06016,SD,1,90,2,2,Production,Approved,HIGH
TR06017,HR,4,50,0,0,Quality,Pending,LOW
TR06018,SD,2,107,0,0,Quality,Pending,MEDIUM
TR06019,SD,1,65,0,2,Production,Pending,MEDIUM
TR06020,MM,4,93,0,1,Production,Rejected,MEDIUM
TR06021,HR,6,111,0,0,Production,Approved,MEDIUM
TR06022,FI,6,71,2,3,Production,Rejected,HIGH
TR06023,HR,6,58,0,0,Production,Rejected,LOW
TR06024,FI,3,23,2,2,Production,Pending,HIGH
TR06025,HR,3,117,1,1,Development,Pending,MEDIUM
TR06026,SD,6,116,2,3,Development,Pending,HIGH
TR06027,HR,1,22,2,3,Production,Pending,HIGH
TR06028,SD,2,19,2,3,Quality,Approved,HIGH
TR06029,FI,5,37,1,0,Development,Rejected,LOW
TR06030,SD,5,60,2,3,Quality,Rejected,HIGH
TR06031,SD,2,82,0,2,Production,Rejected,MEDIUM
TR06032,FI,5,54,1,1,Production,Approved,LOW
TR06033,HR,6,29,1,3,Production,Approved,HIGH
TR06034,MM,6,87,2,1,Quality,Approved,HIGH
TR06035,FI,1,86,1,2,Development,Rejected,MEDIUM
TR06036,HR,2,104,1,0,Production,Rejected,MEDIUM
TR06037,FI,4,74,0,0,Development,Approved,MEDIUM
TR06038,FI,4,84,1,1,Production,Approved,MEDIUM
TR06039,MM,2,40,0,1,Quality,Pending,LOW
TR06040,MM,3,10,2,1,Production,Pending,HIGH
TR06041,HR,1,64,0,3,Production,Approved,HIGH
TR06042,SD,1,34,1,1,Quality,Rejected,LOW
TR06043,MM,2,35,1,3,Development,Rejected,HIGH
TR06044,SD,2,110,0,2,Production,Approved,MEDIUM
TR06045,MM,1,66,2,1,Quality,Pending,HIGH
TR06046,HR,1,89,2,2,Development,Pending,HIGH
TR06047,SD,5,27,2,2,Development,Rejected,HIGH
TR06048,FI,5,56,1,3,Quality,Rejected,HIGH
TR06049,MM,4,47,2,1,Quality,Approved,HIGH
TR06050,SD,4,29,0,0,Quality,Rejected,LOW
TR06051,FI,2,84,0,0,Development,Pending,MEDIUM
TR06052,FI,2,93,0,0,Development,Approved,MEDIUM
TR06053,MM,3,107,2,0,Development,Pending,HIGH
TR06054,SD,5,116,1,0,Development,Approved,MEDIUM
TR06055,MM,2,39,0,0,Production,Pending,LOW
TR06056,SD,6,120,1,0,Production,Rejected,MEDIUM
TR06057,FI,2,71,0,2,Production,Pending,MEDIUM
TR06058,MM,4,89,0,0,Development,Approved,MEDIUM
TR06059,MM,2,58,2,0,Production,Approved,HIGH
TR06060,MM,4,18,1,0,Production,Approved,MEDIUM
TR06061,SD,3,101,2,1,Production,Approved,HIGH
TR06062,SD,6,66,2,1,Production,Approved,HIGH
TR06063,MM,4,17,2,2,Production,Pending,HIGH
TR06064,SD,3,50,1,0,Quality,Pending,LOW
TR06065,FI,1,51,0,2,Quality,Rejected,MEDIUM
TR06066,MM,2,43,2,0,Production,Approved,HIGH
TR06067,FI,6,81,0,1,Production,Pending,LOW
TR06068,SD,4,71,2,1,Quality,Rejected,HIGH
TR06069,SD,2,69,0,2,Quality,Pending,MEDIUM
TR06070,MM,2,105,0,3,Development,Pending,HIGH
TR06071,HR,1,92,2,3,Development,Approved,HIGH
TR06072,FI,6,65,2,0,Development,Rejected,HIGH
TR06073,MM,1,86,0,3,Development,Rejected,HIGH
TR06074,MM,3,97,0,1,Quality,Pending,MEDIUM
TR06075,HR,1,109,0,3,Production,Rejected,HIGH
TR06076,FI,4,22,2,1,Development,Approved,HIGH
TR06077,SD,5,26,0,3,Development,Approved,HIGH
TR06078,SD,4,98,1,1,Quality,Pending,MEDIUM
TR06079,HR,2,28,1,2,Development,Pending,MEDIUM
TR06080,MM,5,94,2,0,Quality,Rejected,HIGH
TR06081,HR,4,89,2,0,Development,Approved,HIGH
TR06082,MM,6,103,0,2,Quality,Rejected,MEDIUM
TR06083,FI,2,50,2,2,Development,Rejected,HIGH
TR06084,HR,5,120,2,2,Quality,Pending,HIGH
TR06085,HR,6,99,2,0,Production,Pending,HIGH
TR06086,MM,1,50,1,0,Production,Pending,LOW
TR06087,SD,6,95,1,3,Quality,Pending,LOW
TR06088,FI,1,103,1,3,Quality,Rejected,HIGH
TR06089,MM,1,13,0,1,Quality,Rejected,LOW
TR06090,SD,6,90,2,0,Quality,Rejected,HIGH
TR06091,FI,3,110,1,3,Quality,Pending,HIGH
TR06092,FI,1,11,0,2,Development,Approved,MEDIUM
TR06093,HR,3,118,1,2,Production,Pending,MEDIUM
TR06094,MM,3,103,2,3,Quality,Approved,HIGH
TR06095,FI,3,80,2,1,Quality,Pending,HIGH
TR06096,SD,4,64,0,0,Development,Rejected,MEDIUM
TR06097,SD,6,20,0,0,Development,Rejected,LOW
TR06098,HR,3,32,2,2,Development,Rejected,HIGH
TR06099,SD,5,52,2,0,Quality,Approved,HIGH
TR06100,FI,4,117,0,3,Quality,Approved,HIGH
TR06101,SD,4,112,1,3,Development,Approved,HIGH
TR06102,MM,2,99,0,0,Production,Pending,MEDIUM
TR06103,FI,2,56,1,3,Development,Pending,HIGH
TR06104,SD,3,58,2,3,Quality,Pending,HIGH
TR06105,MM,3,97,1,0,Production,Rejected,MEDIUM
TR06106,FI,1,119,0,3,Production,Approved,HIGH
TR06107,SD,4,101,2,1,Production,Pending,HIGH
TR06108,SD,5,21,2,2,Quality,Rejected,HIGH
TR06109,SD,1,10,2,2,Quality,Pending,HIGH
TR06110,SD,4,40,2,1,Production,Rejected,HIGH
TR06111,HR,5,12,2,3,Development,Pending,HIGH
TR06112,HR,4,112,1,3,Development,Pending,HIGH
TR06113,SD,2,45,0,2,Development,Rejected,MEDIUM
TR06114,HR,1,64,0,3,Quality,Pending,HIGH
TR06115,HR,4,64,2,3,Development,Rejected,HIGH
TR06116,FI,5,34,1,1,Quality,Pending,LOW
TR06117,MM,1,67,1,3,Development,Rejected,HIGH
TR06118,HR,4,50,2,0,Development,Rejected,HIGH
TR06119,HR,6,110,0,3,Quality,Approved,HIGH
TR06120,SD,4,71,1,0,Quality,Approved,LOW
TR06121,HR,4,17,0,2,Production,Approved,MEDIUM
TR06122,SD,3,46,1,2,Development,Rejected,MEDIUM
TR06123,SD,4,113,1,1,Quality,Pending,MEDIUM
TR06124,MM,4,43,1,2,Quality,Pending,MEDIUM
TR06125,HR,4,116,2,3,Development,Approved,HIGH
TR06126,SD,2,10,2,2,Development,Rejected,HIGH
TR06127,MM,1,97,1,1,Quality,Rejected,MEDIUM
TR06128,MM,4,59,2,2,Production,Rejected,HIGH
TR06129,HR,1,101,2,2,Development,Rejected,HIGH
TR06130,HR,4,12,0,3,Quality,Rejected,HIGH
TR06131,MM,4,65,2,2,Quality,Rejected,HIGH
TR06132,SD,2,98,1,0,Development,Pending,MEDIUM
TR06133,HR,1,65,1,1,Quality,Pending,LOW
TR06134,HR,6,77,1,1,Quality,Pending,LOW
TR06135,SD,5,18,2,0,Quality,Approved,HIGH
TR06136,HR,5,52,0,3,Development,Pending,HIGH
TR06137,SD,1,22,1,0,Quality,Pending,LOW
TR06138,FI,4,89,2,1,Development,Approved,HIGH
TR06139,FI,1,77,0,1,Development,Rejected,MEDIUM
TR06140,FI,2,36,1,2,Development,Approved,MEDIUM
TR06141,HR,5,120,2,1,Quality,Rejected,HIGH
TR06142,FI,1,99,1,2,Production,Rejected,MEDIUM
TR06143,MM,5,118,1,3,Quality,Approved,HIGH
TR06144,FI,5,29,2,3,Production,Approved,HIGH
TR06145,SD,5,54,0,0,Production,Approved,LOW
TR06146,MM,5,114,2,0,Quality,Rejected,HIGH
TR06147,HR,6,65,2,2,Development,Approved,HIGH
TR06148,SD,2,81,2,1,Production,Pending,HIGH
TR06149,SD,2,77,2,2,Quality,Approved,HIGH
TR06150,HR,2,49,2,2,Development,Rejected,HIGH
TR06151,MM,4,70,0,0,Quality,Rejected,LOW
TR06152,FI,4,30,1,0,Quality,Pending,LOW
TR06153,HR,4,89,2,1,Quality,Rejected,HIGH
TR06154,MM,6,69,0,3,Production,Rejected,HIGH
TR06155,HR,5,40,2,2,Production,Approved,HIGH
TR06156,HR,4,31,2,3,Quality,Pending,HIGH
TR06157,HR,5,20,0,2,Development,Pending,MEDIUM
TR06158,MM,5,58,2,3,Quality,Approved,HIGH
TR06159,SD,1,105,1,3,Development,Approved,HIGH
TR06160,FI,2,12,1,0,Quality,Approved,LOW
TR06161,FI,4,113,0,0,Development,Rejected,MEDIUM
TR06162,SD,2,110,2,1,Quality,Approved,HIGH
TR06163,MM,4,56,1,0,Quality,Rejected,LOW
TR06164,SD,3,13,0,1,Quality,Approved,LOW
TR06165,FI,1,24,2,2,Production,Pending,HIGH
TR06166,HR,2,21,0,3,Development,Rejected,HIGH
TR06167,FI,6,98,1,2,Production,Approved,MEDIUM
TR06168,HR,3,63,0,3,Development,Approved,HIGH
TR06169,FI,6,99,1,1,Quality,Approved,MEDIUM
TR06170,HR,6,94,0,0,Development,Approved,MEDIUM
TR06171,SD,5,31,1,1,Development,Rejected,LOW
TR06172,MM,2,102,2,2,Development,Approved,HIGH
TR06173,MM,5,58,1,2,Production,Rejected,MEDIUM
TR06174,HR,1,31,2,2,Development,Pending,HIGH
TR06175,FI,3,116,1,0,Development,Rejected,MEDIUM
TR06176,FI,1,48,1,0,Development,Pending,LOW
TR06177,FI,6,24,2,2,Production,Rejected,HIGH
TR06178,MM,4,61,2,1,Production,Pending,HIGH
TR06179,HR,4,87,1,3,Development,Pending,HIGH
TR06180,SD,4,29,1,3,Quality,Approved,HIGH
TR06181,MM,2,49,1,2,Development,Pending,MEDIUM
TR06182,SD,6,105,2,3,Development,Rejected,HIGH
TR06183,SD,3,23,2,1,Quality,Pending,HIGH
TR06184,FI,3,81,2,0,Quality,Approved,HIGH
TR06185,FI,1,82,1,2,Quality,Pending,LOW
TR06186,HR,4,104,2,3,Quality,Approved,HIGH
TR06187,SD,1,48,1,1,Production,Pending,LOW
TR06188,HR,4,111,2,0,Production,Rejected,MEDIUM
TR06189,FI,1,52,0,1,Quality,Rejected,LOW
TR06190,HR,2,62,2,2,Production,Pending,LOW
TR06191,SD,1,62,2,0,Quality,Approved,HIGH
TR06192,FI,4,58,2,0,Quality,Rejected,MEDIUM
TR06193,FI,3,38,1,2,Production,Pending,MEDIUM
TR06194,MM,5,105,2,3,Quality,Pending,HIGH
TR06195,FI,3,42,0,3,Development,Pending,MEDIUM
TR06196,HR,1,20,2,3,Quality,Approved,HIGH
TR06197,FI,1,67,1,2,Development,Rejected,MEDIUM
TR06198,SD,3,68,1,0,Production,Rejected,LOW
TR06199,HR,4,112,0,3,Quality,Pending,HIGH
TR06200,FI,5,102,0,1,Production,Approved,MEDIUM
TR06201,FI,3,36,0,1,Development,Pending,LOW
TR06202,MM,6,56,2,3,Production,Approved,HIGH
TR06203,HR,3,110,2,0,Production,Rejected,HIGH
TR06204,MM,6,108,0,2,Production,Rejected,MEDIUM
TR06205,SD,6,69,2,3,Production,Rejected,HIGH
TR06206,FI,1,32,2,1,Quality,Pending,HIGH
TR06207,FI,5,37,1,0,Production,Approved,LOW
TR06208,FI,2,55,1,0,Development,Pending,LOW
TR06209,MM,6,16,2,3,Production,Approved,HIGH
TR06210,MM,3,53,2,2,Production,Approved,HIGH
TR06211,HR,4,58,0,3,Production,Pending,HIGH
TR06212,HR,3,79,1,1,Quality,Approved,LOW
TR06213,SD,2,120,1,3,Development,Approved,HIGH
TR06214,MM,2,51,1,2,Development,Rejected,MEDIUM
TR06215,FI,4,88,1,0,Production,Pending,MEDIUM
TR06216,HR,2,115,2,3,Development,Rejected,HIGH
TR06217,SD,1,106,0,0,Production,Approved,MEDIUM
TR06218,SD,5,47,2,2,Development,Rejected,HIGH
TR06219,MM,1,106,0,2,Quality,Approved,MEDIUM
TR06220,SD,6,101,1,0,Production,Rejected,MEDIUM
TR06221,HR,1,59,1,1,Quality,Pending,LOW
TR06222,FI,3,46,1,0,Production,Pending,LOW
TR06223,MM,1,43,1,0,Development,Pending,LOW
TR06224,FI,2,118,1,3,Quality,Pending,HIGH
TR06225,MM,1,97,0,2,Production,Approved,MEDIUM
